Alastair,393
Diane,237
Esther,192
Endymion,153
Mehry,139
Akir,138
Paros,135
Airoth,135
Selena,134
Merion,126
Jehane,120
Lazare,114
Emrys,108
Asteria,108
Rudjek,100
Silas,87
Celestia,87
Yelo,72
Zvezdan,69
Ryme,69
Deukalyion,60
Drystan,53
Childeric,48
Morwenna,45
Tharros,45
Xanathos,39
Chris,27
Odoroi,6
