Alastair,375
Emrys,261
Diane,237
Esther,204
Lymsleia,142
Endymion,141
Selena,138
Mehry,135
Airoth,129
Deukalyion,126
Akir,116
Celestia,114
Paros,108
Eudoxia,99
Esmelia,99
Nebu,87
Silas,86
Ryme,82
Childeric,75
Lazare,69
Zvezdan,63
Jehane,57
Drystan,54
Morwenna,51
Rudjek,50
Chris,46
Xanathos,18
Tharros,18
Merion,18
Odoroi,15
Yelo,3
Nasuko,3
